Usuário,Objetivo do treino,Tempo (min),Distância (km),Histórico de lesão,Pace (min/km),Peso (kg),Altura (cm),Atividades/semana,Nível,objetivo_encoded,lesao_encoded,nivel_encoded
2974,Emagrecimento,20,3.4,Não,5.95,78.3,169.0,3,Iniciante,1,0,1
2975,Maratona,75,10.9,Não,6.89,56.4,180.0,6,Intermediário,2,0,2
2976,Maratona,54,8.7,Não,6.23,74.9,185.0,4,Intermediário,2,0,2
2977,Maratona,131,18.6,Não,7.03,82.7,180.0,2,Avançado,2,0,0
2978,Maratona,49,9.0,Não,5.43,91.9,196.0,3,Intermediário,2,0,2
2979,Maratona,73,9.2,Não,7.91,96.8,181.0,2,Intermediário,2,0,2
2980,Bem-estar,55,11.5,Sim,4.78,65.9,194.0,4,Iniciante,0,1,1
2981,Maratona,99,15.7,Não,6.31,57.8,179.0,5,Avançado,2,0,0
2982,Bem-estar,77,14.3,Não,5.4,53.7,166.0,5,Intermediário,0,0,2
2983,Bem-estar,102,12.5,Sim,8.15,86.9,177.0,4,Intermediário,0,1,2
2984,Bem-estar,84,9.4,Não,8.92,89.8,154.0,3,Intermediário,0,0,2
2985,Emagrecimento,88,18.0,Não,4.89,70.5,162.0,1,Intermediário,1,0,2
2986,Emagrecimento,147,17.4,Não,8.43,69.8,188.0,6,Avançado,1,0,0
2987,Bem-estar,70,7.8,Não,8.98,97.7,183.0,6,Intermediário,0,0,2
2988,Emagrecimento,41,4.4,Não,9.37,95.8,158.0,6,Iniciante,1,0,1
2989,Maratona,126,17.0,Não,7.4,61.7,172.0,1,Avançado,2,0,0
2990,Maratona,128,20.8,Sim,6.14,89.0,157.0,2,Avançado,2,1,0
2991,Bem-estar,135,22.1,Não,6.11,81.1,193.0,4,Intermediário,0,0,2
2992,Maratona,120,18.8,Sim,6.39,57.7,155.0,4,Avançado,2,1,0
2993,Bem-estar,119,15.7,Não,7.56,67.8,183.0,1,Intermediário,0,0,2
2994,Bem-estar,87,12.5,Não,6.95,58.9,180.0,3,Intermediário,0,0,2
2995,Maratona,55,7.1,Não,7.77,64.8,174.0,6,Intermediário,2,0,2
2996,Emagrecimento,165,35.1,Não,4.7,80.8,164.0,7,Avançado,1,0,0
2997,Maratona,41,8.2,Não,5.03,68.8,170.0,4,Intermediário,2,0,2
2998,Maratona,85,9.1,Não,9.38,69.7,190.0,5,Intermediário,2,0,2
2999,Bem-estar,40,4.2,Não,9.48,77.0,188.0,5,Iniciante,0,0,1
3000,Bem-estar,119,14.5,Não,8.23,54.4,187.0,7,Intermediário,0,0,2
3001,Bem-estar,147,25.4,Não,5.78,86.9,187.0,4,Intermediário,0,0,2
3002,Bem-estar,63,6.8,Sim,9.27,70.1,157.0,6,Intermediário,0,1,2
3003,Emagrecimento,122,21.9,Não,5.57,74.0,155.0,6,Avançado,1,0,0
3004,Emagrecimento,66,8.1,Não,8.16,98.7,193.0,6,Intermediário,1,0,2
3005,Emagrecimento,58,11.4,Sim,5.08,67.2,192.0,3,Intermediário,1,1,2
3006,Bem-estar,48,6.2,Não,7.74,82.4,184.0,5,Iniciante,0,0,1
3007,Bem-estar,73,8.8,Não,8.3,69.6,180.0,3,Intermediário,0,0,2
3008,Bem-estar,109,12.4,Não,8.8,94.7,168.0,1,Intermediário,0,0,2
3009,Emagrecimento,104,12.7,Não,8.17,92.3,161.0,2,Intermediário,1,0,2
3010,Bem-estar,36,3.9,Não,9.12,62.1,183.0,6,Iniciante,0,0,1
3011,Maratona,99,13.9,Não,7.1,84.6,196.0,1,Intermediário,2,0,2
3012,Maratona,178,22.6,Não,7.89,53.3,172.0,2,Avançado,2,0,0
3013,Bem-estar,92,14.5,Sim,6.35,98.2,165.0,7,Intermediário,0,1,2
3014,Maratona,68,14.9,Não,4.55,67.4,164.0,5,Intermediário,2,0,2
3015,Maratona,120,14.5,Não,8.28,91.6,151.0,2,Avançado,2,0,0
3016,Emagrecimento,21,2.4,Não,8.85,65.9,176.0,2,Iniciante,1,0,1
3017,Bem-estar,161,30.0,Não,5.37,81.6,199.0,4,Intermediário,0,0,2
3018,Bem-estar,78,16.8,Não,4.64,99.2,191.0,2,Intermediário,0,0,2
3019,Emagrecimento,116,21.8,Sim,5.32,93.8,195.0,4,Intermediário,1,1,2
3020,Maratona,118,13.1,Não,8.98,58.0,181.0,2,Intermediário,2,0,2
3021,Maratona,122,20.4,Sim,5.98,77.4,174.0,4,Avançado,2,1,0
3022,Bem-estar,21,3.7,Sim,5.67,67.4,200.0,5,Iniciante,0,1,1
3023,Maratona,60,13.1,Sim,4.57,71.7,172.0,5,Intermediário,2,1,2
3024,Emagrecimento,142,23.7,Não,5.99,66.8,196.0,2,Avançado,1,0,0
3025,Emagrecimento,101,12.5,Não,8.08,66.8,188.0,7,Intermediário,1,0,2
3026,Bem-estar,163,17.5,Não,9.3,77.1,167.0,7,Intermediário,0,0,2
3027,Emagrecimento,151,24.9,Não,6.06,59.6,175.0,3,Avançado,1,0,0
3028,Emagrecimento,159,27.9,Sim,5.7,76.9,169.0,7,Avançado,1,1,0
3029,Bem-estar,48,5.4,Não,8.94,63.9,157.0,5,Iniciante,0,0,1
3030,Emagrecimento,154,17.6,Não,8.76,64.4,168.0,1,Avançado,1,0,0
3031,Emagrecimento,33,5.4,Não,6.14,86.9,194.0,7,Intermediário,1,0,2
3032,Emagrecimento,31,6.4,Não,4.84,51.5,188.0,1,Intermediário,1,0,2
3033,Maratona,118,12.5,Sim,9.46,69.0,164.0,4,Intermediário,2,1,2
3034,Bem-estar,152,19.2,Não,7.9,70.4,168.0,3,Intermediário,0,0,2
3035,Bem-estar,100,11.0,Não,9.13,74.3,181.0,6,Intermediário,0,0,2
3036,Bem-estar,125,20.1,Não,6.21,83.5,171.0,4,Intermediário,0,0,2
3037,Maratona,51,6.6,Não,7.74,68.5,175.0,2,Intermediário,2,0,2
3038,Maratona,93,11.8,Não,7.87,60.7,185.0,7,Intermediário,2,0,2
3039,Bem-estar,100,11.3,Não,8.86,94.2,173.0,5,Intermediário,0,0,2
3040,Maratona,88,9.3,Não,9.47,99.1,160.0,3,Intermediário,2,0,2
3041,Bem-estar,64,12.7,Sim,5.04,51.0,176.0,4,Intermediário,0,1,2
3042,Maratona,125,16.3,Não,7.66,77.3,168.0,4,Avançado,2,0,0
3043,Emagrecimento,156,25.2,Não,6.18,67.1,165.0,1,Avançado,1,0,0
3044,Emagrecimento,180,21.0,Não,8.56,63.8,166.0,2,Avançado,1,0,0
3045,Bem-estar,119,14.4,Não,8.27,66.8,172.0,4,Intermediário,0,0,2
3046,Maratona,165,18.4,Não,8.96,81.9,194.0,1,Avançado,2,0,0
3047,Maratona,28,4.5,Não,6.22,59.5,187.0,3,Intermediário,2,0,2
3048,Emagrecimento,81,14.9,Não,5.42,95.6,183.0,4,Intermediário,1,0,2
3049,Emagrecimento,48,10.4,Sim,4.61,73.3,174.0,6,Intermediário,1,1,2
3050,Maratona,144,24.9,Sim,5.78,66.3,150.0,6,Avançado,2,1,0
3051,Maratona,133,21.0,Não,6.34,88.3,167.0,1,Avançado,2,0,0
3052,Maratona,172,18.6,Não,9.23,50.8,191.0,6,Avançado,2,0,0
3053,Maratona,162,23.3,Não,6.96,71.6,169.0,2,Avançado,2,0,0
3054,Maratona,153,21.0,Não,7.28,67.8,178.0,5,Avançado,2,0,0
3055,Maratona,139,15.6,Não,8.9,66.9,160.0,6,Avançado,2,0,0
3056,Bem-estar,176,19.7,Não,8.93,66.9,196.0,3,Intermediário,0,0,2
3057,Maratona,98,13.7,Não,7.14,51.6,196.0,4,Intermediário,2,0,2
3058,Emagrecimento,112,22.1,Não,5.07,57.6,157.0,1,Intermediário,1,0,2
3059,Bem-estar,23,3.9,Não,5.85,57.1,186.0,4,Iniciante,0,0,1
3060,Maratona,101,14.9,Não,6.78,99.4,154.0,5,Intermediário,2,0,2
3061,Emagrecimento,94,11.4,Não,8.26,51.1,180.0,4,Intermediário,1,0,2
3062,Bem-estar,33,4.1,Não,8.06,58.4,159.0,4,Iniciante,0,0,1
3063,Emagrecimento,150,19.5,Sim,7.71,98.7,157.0,1,Avançado,1,1,0
3064,Maratona,133,14.9,Não,8.9,81.4,150.0,5,Avançado,2,0,0
3065,Maratona,81,9.5,Não,8.51,72.5,197.0,3,Intermediário,2,0,2
3066,Maratona,125,13.3,Não,9.41,53.9,191.0,1,Avançado,2,0,0
3067,Maratona,83,9.3,Não,8.95,83.5,154.0,7,Intermediário,2,0,2
3068,Bem-estar,121,22.1,Não,5.48,56.9,180.0,5,Intermediário,0,0,2
3069,Bem-estar,125,26.1,Não,4.79,83.6,162.0,5,Intermediário,0,0,2
3070,Emagrecimento,39,5.9,Não,6.57,99.0,163.0,4,Intermediário,1,0,2
3071,Maratona,77,10.1,Não,7.59,76.6,194.0,2,Intermediário,2,0,2
3072,Emagrecimento,131,17.0,Não,7.72,60.7,156.0,2,Avançado,1,0,0
3073,Bem-estar,76,13.0,Não,5.84,81.3,180.0,3,Intermediário,0,0,2
3074,Maratona,138,15.7,Sim,8.8,75.6,170.0,4,Avançado,2,1,0
3075,Maratona,116,18.9,Não,6.15,76.7,160.0,2,Avançado,2,0,0
3076,Bem-estar,111,12.2,Não,9.1,73.9,173.0,1,Intermediário,0,0,2
3077,Bem-estar,71,10.3,Sim,6.86,83.7,197.0,3,Intermediário,0,1,2
3078,Bem-estar,56,12.3,Não,4.55,78.6,189.0,4,Iniciante,0,0,1
3079,Bem-estar,27,5.1,Não,5.31,99.3,157.0,6,Iniciante,0,0,1
3080,Bem-estar,63,12.6,Não,5.01,91.3,192.0,1,Intermediário,0,0,2
3081,Maratona,117,24.8,Não,4.72,63.2,197.0,2,Avançado,2,0,0
3082,Bem-estar,152,18.8,Não,8.07,86.3,164.0,2,Intermediário,0,0,2
3083,Maratona,137,25.1,Não,5.46,60.7,167.0,2,Avançado,2,0,0
3084,Maratona,88,10.1,Não,8.69,89.1,156.0,2,Intermediário,2,0,2
3085,Bem-estar,178,30.6,Sim,5.82,57.4,167.0,5,Intermediário,0,1,2
3086,Bem-estar,64,13.7,Não,4.66,73.7,184.0,6,Intermediário,0,0,2
3087,Maratona,156,18.1,Não,8.6,89.5,164.0,3,Avançado,2,0,0
3088,Bem-estar,51,7.5,Sim,6.83,64.0,150.0,3,Iniciante,0,1,1
3089,Bem-estar,52,6.9,Sim,7.5,91.9,167.0,2,Iniciante,0,1,1
3090,Bem-estar,145,23.5,Não,6.18,82.2,173.0,3,Intermediário,0,0,2
3091,Emagrecimento,86,18.2,Não,4.73,69.9,178.0,6,Intermediário,1,0,2
3092,Maratona,49,7.7,Sim,6.35,71.2,184.0,1,Intermediário,2,1,2
3093,Emagrecimento,133,18.8,Não,7.09,96.3,153.0,1,Avançado,1,0,0
3094,Bem-estar,48,10.5,Não,4.56,60.9,173.0,7,Iniciante,0,0,1
3095,Emagrecimento,150,20.4,Sim,7.37,84.7,163.0,3,Avançado,1,1,0
3096,Bem-estar,49,5.5,Não,8.97,85.4,197.0,2,Iniciante,0,0,1
3097,Emagrecimento,156,27.9,Não,5.59,96.1,168.0,4,Avançado,1,0,0
3098,Bem-estar,173,18.9,Não,9.13,85.7,155.0,6,Intermediário,0,0,2
3099,Emagrecimento,149,29.9,Não,4.99,79.2,152.0,2,Avançado,1,0,0
3100,Emagrecimento,81,9.4,Sim,8.63,95.1,163.0,5,Intermediário,1,1,2
3101,Emagrecimento,22,2.5,Não,8.7,91.5,159.0,4,Iniciante,1,0,1
3102,Maratona,87,15.0,Sim,5.79,85.8,182.0,6,Avançado,2,1,0
3103,Emagrecimento,44,4.7,Não,9.29,51.6,192.0,5,Iniciante,1,0,1
3104,Maratona,160,24.3,Não,6.58,68.7,166.0,3,Avançado,2,0,0
3105,Bem-estar,63,12.1,Não,5.21,81.6,179.0,5,Intermediário,0,0,2
3106,Emagrecimento,74,9.9,Não,7.46,76.1,187.0,3,Intermediário,1,0,2
3107,Bem-estar,156,16.5,Não,9.48,66.0,170.0,5,Intermediário,0,0,2
3108,Bem-estar,149,16.6,Não,9.0,57.2,153.0,4,Intermediário,0,0,2
3109,Emagrecimento,60,10.2,Não,5.89,77.6,161.0,5,Intermediário,1,0,2
3110,Maratona,83,11.2,Não,7.38,64.3,194.0,2,Intermediário,2,0,2
3111,Emagrecimento,50,9.8,Não,5.08,61.7,191.0,3,Intermediário,1,0,2
3112,Bem-estar,66,9.7,Não,6.81,69.9,154.0,1,Intermediário,0,0,2
3113,Bem-estar,149,20.9,Não,7.12,89.3,161.0,5,Intermediário,0,0,2
3114,Emagrecimento,115,18.9,Não,6.08,74.4,188.0,3,Intermediário,1,0,2
3115,Maratona,96,13.9,Não,6.92,60.8,174.0,1,Intermediário,2,0,2
3116,Maratona,129,14.2,Não,9.1,55.8,188.0,3,Avançado,2,0,0
3117,Bem-estar,88,12.6,Não,7.0,74.9,161.0,7,Intermediário,0,0,2
3118,Bem-estar,77,8.9,Não,8.65,89.7,198.0,3,Intermediário,0,0,2
3119,Maratona,125,20.5,Não,6.09,82.6,189.0,1,Avançado,2,0,0
3120,Emagrecimento,63,6.7,Não,9.36,61.6,160.0,1,Intermediário,1,0,2
3121,Bem-estar,93,18.7,Não,4.97,71.8,178.0,4,Intermediário,0,0,2
3122,Maratona,75,10.1,Não,7.43,92.8,156.0,6,Intermediário,2,0,2
3123,Bem-estar,146,17.3,Sim,8.45,58.9,168.0,7,Intermediário,0,1,2
3124,Emagrecimento,49,5.7,Sim,8.57,76.6,183.0,5,Intermediário,1,1,2
3125,Maratona,90,16.4,Não,5.49,67.8,167.0,5,Avançado,2,0,0
3126,Bem-estar,137,21.0,Não,6.51,56.2,183.0,7,Intermediário,0,0,2
3127,Emagrecimento,74,9.7,Não,7.62,52.5,162.0,3,Intermediário,1,0,2
3128,Bem-estar,86,14.1,Sim,6.08,77.8,186.0,7,Intermediário,0,1,2
3129,Emagrecimento,160,20.5,Não,7.79,51.0,168.0,2,Avançado,1,0,0
3130,Emagrecimento,22,3.4,Sim,6.39,55.2,190.0,2,Iniciante,1,1,1
3131,Maratona,45,7.2,Não,6.25,67.4,157.0,6,Intermediário,2,0,2
3132,Emagrecimento,76,15.1,Não,5.04,52.2,168.0,3,Intermediário,1,0,2
3133,Bem-estar,145,30.9,Sim,4.7,70.0,173.0,4,Intermediário,0,1,2
3134,Emagrecimento,171,19.7,Não,8.68,56.5,171.0,1,Avançado,1,0,0
3135,Emagrecimento,72,10.4,Não,6.95,67.5,172.0,3,Intermediário,1,0,2
3136,Maratona,62,8.5,Não,7.31,89.6,172.0,5,Intermediário,2,0,2
3137,Emagrecimento,68,10.7,Não,6.36,81.3,199.0,2,Intermediário,1,0,2
3138,Emagrecimento,61,11.8,Não,5.18,72.3,160.0,2,Intermediário,1,0,2
3139,Bem-estar,30,4.4,Não,6.75,54.6,188.0,2,Iniciante,0,0,1
3140,Maratona,122,21.6,Não,5.64,81.0,178.0,4,Avançado,2,0,0
3141,Maratona,117,13.5,Não,8.69,58.2,171.0,5,Intermediário,2,0,2
3142,Maratona,165,17.5,Não,9.43,53.8,182.0,4,Avançado,2,0,0
3143,Emagrecimento,104,11.6,Não,8.95,83.2,193.0,1,Intermediário,1,0,2
3144,Maratona,119,16.7,Não,7.14,95.6,173.0,3,Avançado,2,0,0
3145,Emagrecimento,123,16.1,Não,7.64,73.0,193.0,3,Avançado,1,0,0
3146,Emagrecimento,65,7.0,Não,9.24,52.0,155.0,7,Intermediário,1,0,2
3147,Bem-estar,63,8.8,Não,7.19,94.0,183.0,2,Intermediário,0,0,2
3148,Bem-estar,41,5.3,Não,7.69,53.3,167.0,7,Iniciante,0,0,1
3149,Bem-estar,133,17.4,Não,7.65,93.4,169.0,2,Intermediário,0,0,2
3150,Bem-estar,144,17.9,Não,8.04,69.6,179.0,1,Intermediário,0,0,2
3151,Bem-estar,143,18.6,Não,7.7,68.3,174.0,4,Intermediário,0,0,2
3152,Emagrecimento,49,6.2,Não,7.85,77.1,169.0,6,Intermediário,1,0,2
3153,Emagrecimento,27,3.3,Não,8.13,97.9,165.0,6,Iniciante,1,0,1
3154,Maratona,117,13.7,Sim,8.55,94.9,181.0,6,Intermediário,2,1,2
3155,Emagrecimento,76,11.7,Não,6.52,73.5,175.0,5,Intermediário,1,0,2
3156,Emagrecimento,130,15.8,Não,8.23,84.8,166.0,1,Avançado,1,0,0
3157,Bem-estar,92,18.4,Não,5.0,79.0,160.0,3,Intermediário,0,0,2
3158,Emagrecimento,134,15.1,Não,8.88,84.7,189.0,3,Avançado,1,0,0
3159,Bem-estar,39,6.6,Sim,5.95,91.5,190.0,4,Iniciante,0,1,1
3160,Maratona,44,6.7,Não,6.52,51.7,161.0,7,Intermediário,2,0,2
3161,Maratona,38,4.5,Não,8.52,66.3,163.0,1,Intermediário,2,0,2
3162,Emagrecimento,24,3.1,Não,7.68,98.0,162.0,5,Iniciante,1,0,1
3163,Maratona,94,15.6,Não,6.04,97.5,194.0,1,Avançado,2,0,0
3164,Emagrecimento,147,26.1,Sim,5.63,50.6,189.0,1,Avançado,1,1,0
3165,Maratona,91,9.8,Sim,9.29,60.1,154.0,4,Intermediário,2,1,2
3166,Bem-estar,174,35.2,Não,4.94,99.7,192.0,5,Intermediário,0,0,2
3167,Bem-estar,59,13.1,Não,4.52,74.6,152.0,6,Iniciante,0,0,1
3168,Bem-estar,45,5.7,Não,7.86,78.6,163.0,3,Iniciante,0,0,1
3169,Bem-estar,46,6.1,Não,7.57,58.3,196.0,2,Iniciante,0,0,1
3170,Emagrecimento,102,12.5,Não,8.19,94.7,193.0,7,Intermediário,1,0,2
3171,Maratona,147,18.0,Não,8.16,61.6,189.0,6,Avançado,2,0,0
3172,Emagrecimento,176,20.0,Sim,8.82,59.5,173.0,5,Avançado,1,1,0
3173,Bem-estar,52,5.7,Não,9.11,61.4,166.0,3,Iniciante,0,0,1
3174,Emagrecimento,116,13.8,Sim,8.38,96.0,194.0,6,Intermediário,1,1,2
3175,Maratona,130,23.0,Não,5.66,85.1,183.0,4,Avançado,2,0,0
3176,Emagrecimento,35,5.1,Não,6.82,88.4,165.0,7,Intermediário,1,0,2
3177,Maratona,42,5.4,Sim,7.71,68.9,173.0,5,Intermediário,2,1,2
3178,Emagrecimento,154,21.4,Sim,7.2,95.5,194.0,5,Avançado,1,1,0
3179,Maratona,45,8.5,Não,5.29,89.5,195.0,3,Intermediário,2,0,2
3180,Maratona,115,15.4,Não,7.45,87.5,183.0,3,Avançado,2,0,0
3181,Bem-estar,31,3.5,Não,8.93,98.5,187.0,1,Iniciante,0,0,1
3182,Maratona,91,13.8,Sim,6.59,68.3,152.0,1,Intermediário,2,1,2
3183,Bem-estar,152,19.4,Sim,7.84,80.5,180.0,5,Intermediário,0,1,2
3184,Bem-estar,125,16.5,Sim,7.58,95.5,184.0,2,Intermediário,0,1,2
3185,Bem-estar,136,21.3,Não,6.39,89.5,151.0,4,Intermediário,0,0,2
3186,Emagrecimento,45,6.1,Não,7.33,78.2,192.0,3,Intermediário,1,0,2
3187,Emagrecimento,152,27.4,Não,5.55,53.8,196.0,1,Avançado,1,0,0
3188,Emagrecimento,41,5.7,Não,7.23,82.6,162.0,4,Intermediário,1,0,2
3189,Emagrecimento,32,3.8,Não,8.49,76.3,192.0,7,Iniciante,1,0,1
3190,Maratona,175,21.1,Não,8.29,59.2,183.0,6,Avançado,2,0,0
3191,Maratona,180,28.6,Não,6.29,94.1,179.0,6,Avançado,2,0,0
3192,Emagrecimento,126,24.9,Não,5.06,67.2,192.0,5,Avançado,1,0,0
3193,Maratona,42,4.9,Não,8.5,69.4,164.0,3,Intermediário,2,0,2
3194,Maratona,116,19.9,Não,5.83,83.6,190.0,6,Avançado,2,0,0
3195,Bem-estar,37,7.8,Não,4.77,74.4,166.0,7,Iniciante,0,0,1
3196,Bem-estar,136,20.2,Não,6.73,54.5,189.0,3,Intermediário,0,0,2
3197,Bem-estar,49,6.0,Não,8.2,69.4,173.0,1,Iniciante,0,0,1
3198,Bem-estar,45,5.3,Não,8.54,54.7,156.0,6,Iniciante,0,0,1
3199,Maratona,163,17.3,Sim,9.41,59.5,169.0,2,Avançado,2,1,0
3200,Emagrecimento,58,10.6,Não,5.45,50.4,162.0,6,Intermediário,1,0,2
3201,Maratona,180,30.2,Sim,5.97,59.1,155.0,3,Avançado,2,1,0
3202,Maratona,173,22.9,Não,7.55,66.5,156.0,2,Avançado,2,0,0
3203,Maratona,149,17.4,Não,8.56,76.9,189.0,4,Avançado,2,0,0
3204,Bem-estar,132,23.3,Não,5.67,96.0,194.0,6,Intermediário,0,0,2
3205,Bem-estar,153,23.4,Sim,6.55,77.0,196.0,3,Intermediário,0,1,2
3206,Bem-estar,65,9.9,Sim,6.54,85.3,193.0,6,Intermediário,0,1,2
3207,Emagrecimento,69,8.3,Não,8.36,67.9,192.0,6,Intermediário,1,0,2
3208,Maratona,125,21.9,Não,5.7,87.6,153.0,3,Avançado,2,0,0
3209,Emagrecimento,165,17.7,Não,9.34,81.0,190.0,2,Avançado,1,0,0
3210,Bem-estar,174,24.7,Não,7.05,73.0,189.0,1,Intermediário,0,0,2
3211,Emagrecimento,91,15.4,Não,5.91,59.7,157.0,7,Intermediário,1,0,2
3212,Maratona,93,15.7,Não,5.92,65.2,183.0,6,Avançado,2,0,0
3213,Maratona,36,7.8,Não,4.59,81.0,173.0,5,Intermediário,2,0,2
3214,Bem-estar,176,22.1,Não,7.96,71.3,195.0,4,Intermediário,0,0,2
3215,Bem-estar,89,10.6,Não,8.38,94.5,185.0,3,Intermediário,0,0,2
3216,Emagrecimento,169,36.3,Não,4.66,61.7,198.0,6,Avançado,1,0,0
3217,Bem-estar,25,3.4,Sim,7.43,53.7,155.0,7,Iniciante,0,1,1
3218,Bem-estar,45,5.4,Não,8.41,79.5,152.0,1,Iniciante,0,0,1
3219,Maratona,159,24.9,Sim,6.38,94.3,199.0,3,Avançado,2,1,0
3220,Bem-estar,118,17.7,Não,6.66,68.2,154.0,6,Intermediário,0,0,2
3221,Bem-estar,161,25.5,Não,6.31,82.4,169.0,4,Intermediário,0,0,2
3222,Maratona,41,6.7,Não,6.08,61.6,182.0,5,Intermediário,2,0,2
3223,Maratona,70,10.1,Não,6.96,77.9,194.0,3,Intermediário,2,0,2
3224,Emagrecimento,170,31.9,Sim,5.33,89.3,163.0,6,Avançado,1,1,0
3225,Bem-estar,123,18.4,Não,6.7,93.4,151.0,2,Intermediário,0,0,2
3226,Maratona,108,11.7,Não,9.21,55.3,176.0,1,Intermediário,2,0,2
3227,Emagrecimento,160,34.5,Sim,4.64,67.8,174.0,5,Avançado,1,1,0
3228,Emagrecimento,157,29.5,Não,5.32,82.0,165.0,3,Avançado,1,0,0
3229,Bem-estar,28,3.3,Não,8.39,51.7,194.0,6,Iniciante,0,0,1
3230,Bem-estar,98,19.0,Não,5.16,84.5,187.0,5,Intermediário,0,0,2
3231,Emagrecimento,71,12.1,Não,5.86,76.4,193.0,2,Intermediário,1,0,2
3232,Maratona,149,22.0,Não,6.77,64.4,158.0,3,Avançado,2,0,0
3233,Emagrecimento,172,18.7,Não,9.22,90.7,185.0,5,Avançado,1,0,0
3234,Bem-estar,32,5.9,Não,5.42,64.5,199.0,3,Iniciante,0,0,1
3235,Maratona,70,7.7,Não,9.12,99.6,181.0,3,Intermediário,2,0,2
3236,Maratona,53,6.6,Não,8.09,90.8,159.0,5,Intermediário,2,0,2
3237,Emagrecimento,54,6.9,Não,7.86,85.4,200.0,3,Intermediário,1,0,2
3238,Bem-estar,150,18.5,Sim,8.12,53.1,176.0,2,Intermediário,0,1,2
3239,Emagrecimento,139,29.8,Sim,4.66,95.2,192.0,5,Avançado,1,1,0
3240,Emagrecimento,89,17.8,Não,4.99,89.5,157.0,6,Intermediário,1,0,2
3241,Emagrecimento,166,26.9,Não,6.17,61.5,183.0,7,Avançado,1,0,0
3242,Maratona,86,17.7,Não,4.87,69.6,196.0,5,Avançado,2,0,0
3243,Maratona,122,12.9,Não,9.44,63.4,177.0,2,Avançado,2,0,0
3244,Bem-estar,92,12.4,Não,7.4,99.2,164.0,2,Intermediário,0,0,2
3245,Bem-estar,135,19.5,Sim,6.94,92.7,156.0,2,Intermediário,0,1,2
3246,Emagrecimento,152,18.0,Não,8.43,96.5,165.0,6,Avançado,1,0,0
3247,Emagrecimento,86,9.2,Não,9.38,89.4,168.0,6,Intermediário,1,0,2
3248,Emagrecimento,158,17.0,Não,9.28,72.8,185.0,7,Avançado,1,0,0
3249,Bem-estar,140,16.5,Não,8.47,60.3,159.0,7,Intermediário,0,0,2
3250,Maratona,113,17.7,Não,6.39,60.4,155.0,3,Avançado,2,0,0
3251,Maratona,148,30.6,Não,4.83,57.6,169.0,3,Avançado,2,0,0
3252,Emagrecimento,110,22.0,Sim,4.99,77.3,173.0,4,Intermediário,1,1,2
3253,Emagrecimento,111,24.6,Não,4.51,96.0,181.0,7,Intermediário,1,0,2
3254,Emagrecimento,82,18.2,Não,4.51,99.6,185.0,7,Intermediário,1,0,2
3255,Emagrecimento,48,5.2,Não,9.18,64.4,194.0,3,Intermediário,1,0,2
3256,Bem-estar,31,3.4,Não,9.14,84.9,164.0,2,Iniciante,0,0,1
3257,Maratona,96,12.2,Sim,7.84,79.9,176.0,4,Intermediário,2,1,2
3258,Emagrecimento,60,7.4,Sim,8.13,74.4,168.0,7,Intermediário,1,1,2
3259,Bem-estar,149,21.1,Não,7.07,83.3,150.0,2,Intermediário,0,0,2
3260,Emagrecimento,56,9.8,Não,5.69,68.6,179.0,1,Intermediário,1,0,2
3261,Emagrecimento,43,4.7,Não,9.07,97.2,191.0,7,Iniciante,1,0,1
3262,Maratona,118,20.0,Não,5.89,85.3,152.0,6,Avançado,2,0,0
3263,Emagrecimento,169,20.6,Não,8.2,87.7,150.0,5,Avançado,1,0,0
3264,Maratona,119,20.8,Não,5.73,62.1,186.0,1,Avançado,2,0,0
3265,Maratona,158,17.9,Não,8.85,58.4,184.0,6,Avançado,2,0,0
3266,Maratona,77,9.9,Não,7.76,69.7,170.0,6,Intermediário,2,0,2
3267,Bem-estar,48,6.2,Não,7.71,88.3,183.0,2,Iniciante,0,0,1
3268,Bem-estar,162,32.5,Sim,4.99,96.9,198.0,3,Intermediário,0,1,2
3269,Maratona,79,12.0,Não,6.6,71.4,162.0,5,Intermediário,2,0,2
3270,Emagrecimento,114,16.0,Sim,7.12,88.7,162.0,3,Intermediário,1,1,2
3271,Maratona,61,10.2,Não,5.97,73.5,159.0,3,Intermediário,2,0,2
3272,Emagrecimento,62,7.0,Não,8.9,64.8,186.0,7,Intermediário,1,0,2
3273,Maratona,93,10.7,Sim,8.69,87.0,168.0,5,Intermediário,2,1,2
3274,Emagrecimento,179,25.7,Não,6.97,89.9,199.0,5,Avançado,1,0,0
3275,Bem-estar,83,13.4,Não,6.2,60.1,186.0,1,Intermediário,0,0,2
3276,Emagrecimento,21,2.5,Sim,8.51,65.3,168.0,2,Iniciante,1,1,1
3277,Maratona,171,31.2,Sim,5.48,74.7,157.0,3,Avançado,2,1,0
3278,Bem-estar,85,17.5,Não,4.86,59.3,180.0,2,Intermediário,0,0,2
3279,Emagrecimento,50,10.6,Não,4.73,96.4,165.0,2,Intermediário,1,0,2
3280,Emagrecimento,134,28.6,Não,4.69,79.6,195.0,7,Avançado,1,0,0
3281,Emagrecimento,45,6.5,Não,6.94,56.1,172.0,4,Intermediário,1,0,2
3282,Emagrecimento,48,8.3,Não,5.78,59.2,165.0,1,Intermediário,1,0,2
3283,Emagrecimento,97,12.2,Não,7.95,97.7,179.0,3,Intermediário,1,0,2
3284,Bem-estar,44,5.7,Não,7.77,86.9,157.0,6,Iniciante,0,0,1
